OCLC,TITLE,AUTHORS,PUB_DATE,PUBLISHER,GENRE,SUMMARY,FORMAT,RECORD #(BIBLIO),CALL #(BIBLIO),LANG,LOCATION,SUBJECT
768335636,No longer invisible,"Rhonda Hustedt Jacobsen,  Douglas G Jacobsen",2012,Oxford University Press,,Drawing on conversations with hundreds of professors  co-curricular educators  administrators  and students from institutions spanning the entire spectrum of American colleges and universities  the Jacobsens illustrate how religion is constructively intertwined with the work of higher education in the twenty-first century  No longer invisible documents how  after decades when religion was marginalized  colleges and universities are re-engaging matters of faith - an educational development that is both positive and necessary  Religion in contemporary American life is now incredibly complex  with religious pluralism on the rise and the categories of religious and secular often blending together in a dizzying array of lifestyles and beliefs      Faced with escalating pressures to focus solely on job training  American higher education may find that paying more careful and nuanced attention to religion is a prerequisite for preserving American higher education\s longstanding commitment to personal  social  and civic learning --Jacket ,24 cm,b38656334,LC383 .J33 2012,eng,txxx0,"Church and college -- United States;""Universities and colleges -- United States -- Religion"";""United States -- Religion"""
297149653,"Rut, Esdras, Nehemías y Ester",Renata C  Furst,2009,Augsburg Fortress,Commentaries ,,23 cm.,b34912812,BS1315.53 .F877 2009,spa,txxx0,"Bible. Ruth -- Commentaries;""Bible. Ezra -- Commentaries"";""Bible. Nehemiah -- Commentaries"";""Bible. Esther -- Commentaries"""
79842494,Ocios de un pastor.,Apolinar Zambrano y Ramirez,1952,Casa Unida de Publicaciones,,,,b35889615,BV4014 .Z34 1952,spa,txxx0,"Zambrano y Ramirez, Apolinar;""Pastoral theology -- Anecdotes"""
611870750,Where is the truth?,Anthony Chinedu Osuji,2010,Uitgeverij Peeters,,,25 cm.,b35674581,BS1525.52 .O88 2010,eng,txxx0,"Bible. Jeremiah XXVI-XXIX -- Criticism, Narrative;""Prophecy -- Biblical teaching"""
7233315,Role of the university in the women's movement,"Norah Shipstone,  Eva I Shipstone",1979,Asian Women's Institute,,,25 cm,b36112720,LC2307 .A74 1978,eng,txxx0,"Feminism -- Asia;""Women -- Education (Higher) -- Asia"""
162143990,River girl,"Andrew  Glenda ,  Glenda Andrew",2005,Black Ink Press,,Glenda Andrew grew up as granddaughter of famous Pastor Doug Nicholls and traditional Nan Karpany on the other  This is her memoir ,21 cm,b36112793,DU123.3.A5 A3 2005,eng,txxx0,"Andrew, Glenda;""Aboriginal Australians -- Australia -- Swan Hill (Vic.) -- Biography"";""Country life -- Australia -- Swan Hill (Vic.) -- History"""
754518537,Orthodox Russia in crisis,Isaiah Gruber,2012 2012,NIU Press,,,24 cm,b36474265,BX490 .G78 2012,eng,txxx0,"Russka︠i︡a pravoslavna︠i︡a ︠t︡serkovʹ -- History -- 17th century;""Russia -- History -- Time of Troubles, 1598-1613"";""Church and state -- Russia -- History -- 17th century"";""Orthodox Eastern monasteries -- Economic aspects -- Russia -- History -- 17th century"";""Russia -- Church history -- 17th century"""
4834619,Oriental philosophy,Stuart C Hackett,1979,University of Wisconsin Press,,This book deals neither with the historical and cultural setting of oriental viewpoints  nor even with the religious beliefs and ritual practices that characteristically provide a context for these viewpoints  but rather with a systematic and critical analysis of oriental perspectives as alternative philosophical positions  At the same time  Hackett provides a succinct historical framework  so that the student may place these systems in perspective ,22 cm,b37832426,B121 .H34 1979,eng,txxx0,"Philosophy, Asian;""Philosophy, Comparative"""
801438916,Öffentliche Kirche,Thomas Schlag,2012,"TVZ, Theologischer Verlag Zürich",,,21 cm.,b37905879,BV598 .S335 2012,ger,txxx0,Church -- History of doctrines -- 21st century
765483701,The equality of believers,Richard Elphick,2012,University of Virginia Press,History ,Providing historical context reaching back to 1652  Elphick concentrates on the era of industrialization  segregation  and the beginnings of apartheid in the first half of the twentieth century     Elphick\s book reveals the deep religious roots of racial ideas and initiatives that profoundly shaped the history of South Africa --Dust jacket flap ,24 cm.,b38243581,BR1450 .E47 2012,eng,txxx0,"Race relations -- Religious aspects -- Protestant churches;""Protestant churches -- Missions -- South Africa -- History"";""South Africa -- Race relations -- History"""
809316068,Orthodox Christianity and human rights,"Evert van der Zweerde,  Alfons Bru\\xcc\\x88ning",2012,Peeters,,,24 cm.,b38281600,BT738.15 .O74 2012,eng,txxx0,"Orthodox Eastern Church -- Congresses;""Human rights -- Religious aspects -- Orthodox Eastern Church -- Congresses"";""Church and state -- Orthodox Eastern Church -- Congresses"";""Human rights -- Congresses"""
3281055,The origins of the Islamic state,"Ah\\xcc\\xa3mad ibn Yah\\xcc\\xa3ya\\xcc\\x81 Bala\\xcc\\x84dhuri\\xcc\\x84,  Philip K Hitti",1966,Khayats,History ,,23 cm.,b38342789,DS38.85 .B3513 1966,eng,txxx0,Islamic Empire -- History
822645849,Erasmus of Rotterdam,"  Erasmus  Desiderius ,  Christine Christ-von Wedel",2013,University of Toronto Press,History ,This book provides the first analysis of the development of Erasmus historical methodology and its impact on Roman Catholic and Protestant theologians  Combining a biography of Erasmus with the larger theological debates and the intellectual history of his time  Christine Christ-von Wedel reveals many of previously unexplored influences on Erasmus  as well as his influences on his contemporaries  Erasmus of Rotterdam is a revised and considerably enlarged translation of Christ-von Wedels 2003 study  originally published in German  Observing the influence of classical  biblical  patristic  scholastic  and late medieval vernacular and popular sources on Erasmus writing  the author provides comparisons with theologians Agrippa  Lefe\xcc\x80vre dE\xcc\x81taples  Eck  Luther  and Zwingli to demonstrate not only the singularity of Erasmus intellect  but also the enormous impact he had on the Reformation --Publisher description ,24 cm.,b38634429,B785.E64 C4713  2013,eng,txxx0,"Erasmus, Desiderius, -1536"
23737391,Tāranātha's history of Buddhism in India,"Alaka Chattopadhyaya,  Ta\\xcc\\x84rana\\xcc\\x84tha Jo-nang-pa ,  Chimpa Lama ,  Debiprasad Chattopadhyaya",1990,Motilal Banarsidass,History ,,23 cm,b38632007,BQ286 .T3713 1990,eng,txxx0,"Buddhism -- India -- History;""Mahayana Buddhism -- History"""
798615960,Eros and the Christ,  David E Fredrickson,2013,Fortress Press,Criticism  interpretation  etc ,"The self-emptying of Christ (kenosis, in Philippians 2 has long been the focus of attention by Christian theologians and interpreters of Paul\s christology  David E  Fredrickson sheds dramatic new light on familiar texts by discussing the centuries-old language of love and longing in Greek and Roman epistolary literature  showing that a physics of desire was related to notions of power and dominance  Paul\s kenotic Christology challenged not only received notions of the power of the gods but of the very nature of love itself as a component of human society--Page 4 of cover ",24 cm.,b38643108,BT205 .F735 2013,eng,txxx0,"Jesus Christ -- History of doctrines -- Early church, ca. 30-600;""Bible. Epistles of Paul -- Theology"";""Desire -- Religious aspects"";""Envy -- Religious aspects"""
798615972,Portraits of a mature God,Mark Harold McEntire,2013,Fortress Press,,,24 cm,b38643121,BS1192.6 .M43 2013,eng,txxx0,"God -- Biblical teaching;""Bible. Old Testament -- Theology"""
840937573,Preaching funerals in the Black church,Peter M Wherry,2013,Judson Press,,"In this guide  pastors and preachers will discover more than conventional homiletics theory about mechanics and methodology  Learn to transform the preaching moment into an incarnational engagement between grieving persons and the risen Christ  Sermon models by noted preachers demonstrate effective methods and structure  (Back cover,55 ",22 cm,b38643728,BV4222 .W48 2013,eng,txxx0,"African American preaching;""Death -- Religious aspects -- Christianity"";""Funeral sermons"""
225764110,Rightly explaining the word of truth,,2007,Council of Christians and Jews (Victoria,,,21 cm,b32405601,BS2545.J44 C68 2007,eng,txxx0,"Jews in the New Testament;""Judaism -- Relations -- Christianity"";""Christianity and other religions -- Judaism"""
298117076,The great awakening,Jim Wallis,2009,HarperOne,,In the tradition of America\s Great Awakenings that inspired the abolition of slavery and the civil rights movement  Jim Wallis\ call to arms analyzes the role of faith in embracing common good politics  and provides seven commitments we can make on the personal  communal  and national levels to move us toward a better world--Back cover ,21 cm,b38643984,BR115.W6 W345 2009,eng,txxx0,"Church and the world;""Christianity and politics -- United States"";""Christian sociology"""
52640271,Rwanda,Roger W Bowen,1995,publisher not identified,History ,,15 x 21 cm.,b28419261,DT450.44 .B68 1995,eng,txxx0,"Rwanda -- History -- Civil War, 1994 -- Religious aspects -- Church of England;""Rwanda -- Missions"";""Church of England -- Missions -- Rwanda"";""Rwanda -- History -- 20th century"";""Missions"""
6500758,Discourses illustrative of the nature and work of the Holy Spirit and other papers,"Samuel Seabury,  William Jones Seabury",1874,"Pott, Young",Sermons ,,23 cm,b27987309,BX5937.S4 D47 1874,eng,txxx0,"Episcopal Church -- Sermons;""Sermons, American"""
839298852,Political affections,Joshua Hordern,2013,Oxford University Press,,A theological treatment of the role of affections such as joy  compassion  and shame in contemporary politics  Hordern discusses what affections are and how they play a role in parts of political life such as representation and law  He shows that affections have an intelligent role to play in fostering loyalty  trust and public moral reasoning ,23 cm.,b38562571,BR115.P7 H595 2013,eng,txxx0,"Political participation -- Moral and ethical aspects;""Emotions -- Political aspects"";""Theology"";""Emotions (Philosophy)"";""Christian ethics"";""Political science -- Philosophy"""
822017484,The tabernacle pre-figured,L  Michael Morales,2012,Peeters,Criticism  interpretation  etc ,,25 cm.,b38658100,BS680.T32 M67 2012,eng,txxx0,"Tabernacle -- Typology;""Mountains in the Bible -- Religious aspects -- Judaism"";""Bible. Genesis -- Criticism, interpretation, etc"";""Bible. Exodus -- Criticism, interpretation, etc"""
805390977,The politics of plainchant in fin-de-siècle France,Katharine Ellis,2013,Ashgate,History ,,25 cm.,b38629586,ML3027.9 .E45 2013,eng,txxx0,"Church music -- France -- 19th century;""Church music -- Catholic Church -- 19th century"";""Church music -- France -- 20th century"";""Church music -- Catholic Church -- 20th century"";""Music publishing -- France -- History -- 19th century"";""Music publishing -- France -- History -- 20th century"";""Anti-clericalism -- France -- History -- 20th century"";""Music -- Political aspects -- France -- History -- 20th century"""
820779253,Patmos in the reception history of the apocalypse,Ian Boxall,2013,Oxford University Press,,"This monograph explores the significance accorded to John\s island of Patmos (Rev  1:9, within the wider reception history of the Apocalypse  In contrast to the relatively scant attention paid to John\s island in modern commentaries  this reception-historical survey reveals both the greater prominence accorded to Patmos by earlier interpreters  and the richer diversity of readings the text has provoked  These include interest in the physical character of Patmos and its significance as an island; the date and reason for John\s sojourn there; attempts to locate Patmos in a geography which is sometimes more mythical than literal; the meaning of the name Patmos in the context of a biblical book which treats other place-names symbolically  This diversity is supported by a close reading of Rev  1:9  which highlights the extent to which even its literal sense is highly ambiguous  Ian Boxall brings together for the first time in a coherent narrative a wide range of interpretations of Patmos  reflecting different chronological periods  cultural contexts  and Christian traditions  Boxall understands biblical interpretation broadly  to include interpretations in biographical traditions about John  sermons  liturgy  and visual art as well as biblical commentaries  He also considers popular and marginal readings alongside magisterial and centrist ones  and draws analogies between similar hermeneutical strategies across the centuries  In the final chapter Boxall explores the wider implications of his study for biblical scholarship  advocating an approach which encourages use of the imagination and reader participation  and which works with a broader concept of \meaning\ than traditional historical criticism ",24 cm.,b3858797x,BS2825.52 .B69 2013,eng,txxx0,"Bible. Revelation, I, 9 -- Criticism, interpretation, etc;""Apocalyptic literature -- History and criticism"";""Patmos Island (Greece)"";""Patmos Island (Greece) -- In literature"""
1192841,The beaver men,Mari Sandoz,1964,Hastings House,History ,Story of the trappers and traders who roamed from the St  Lawrence River to Wyoming during nearly three centuries of westward expansion  With notes on the life and habits of the beaver ,22 cm.,b14781785,F 592 S2,eng,hsxx0,"Fur trade -- West (U.S.);""Fur trade -- Northwest, Canadian"";""West (U.S.) -- History -- To 1848"";""Northwest, Canadian -- History"""
1192841,The beaver men,Mari Sandoz,1964,Hastings House,History ,Story of the trappers and traders who roamed from the St  Lawrence River to Wyoming during nearly three centuries of westward expansion  With notes on the life and habits of the beaver ,22 cm.,b14781785,F 592 S2,eng,hsxx0,"Fur trade -- West (U.S.);""Fur trade -- Northwest, Canadian"";""West (U.S.) -- History -- To 1848"";""Northwest, Canadian -- History"""
7981240,Tian di hui,,1980-1988,"Xin hua shu dian Beijing fa xing suo fa xing, Zhongguo ren min da xue chu ban she",Sources   History ,,21 cm.,b38658021,HS310.Z6 H8644 1980,chi,haxx0,Hong men (Society) -- History -- Sources
7981240,Tian di hui,,1980-1988,"Xin hua shu dian Beijing fa xing suo fa xing, Zhongguo ren min da xue chu ban she",Sources   History ,,21 cm.,b38658021,HS310.Z6 H8644 1980,chi,haxx0,Hong men (Society) -- History -- Sources
7981240,Tian di hui,,1980-1988,"Xin hua shu dian Beijing fa xing suo fa xing, Zhongguo ren min da xue chu ban she",Sources   History ,,21 cm.,b38658021,HS310.Z6 H8644 1980,chi,haxx0,Hong men (Society) -- History -- Sources
16356582,Yang jia jiang yan yi,"Qinhuaimoke ,  Huabin Zhou,  Baofu Chen",1981,"Xin hua shu dian Beijing fa xing suo fa xing, Beijing chu ban she",History   Fiction ,,19 cm,b38658008,PL2694.5 .Y35 1985,chi,haxx0,"China -- History -- Song dynasty, 960-1279 -- Fiction"
17035824,Yang jia fu yan yi,,1980,"Xin hua shu dian Shanghai fa xing suo fa xing, Shanghai gu ji chu ban she",History ,,19 cm.,b3865801x,PL2694.5 .Y35 1980,chi,haxx0,"China -- History -- Song dynasty, 960-1279"
10951062,Liu Shousong wen xue lun ji.,Shousong Liu,1982,"Xin hua shu dian Shanghai fa xing suo fa xing, Shanghai wen yi chu ban she",Criticism  interpretation  etc ,,21 cm,b38658045,PL2272.5 .L54 1982,chi,haxx0,Chinese literature -- History and criticism
10162627,Ai Qing lun,"  Ai  Qing ,  Hanchao Luo",1982,"Zhejiang sheng xin hua shu dian fa xing, Zhejiang ren min chu ban she",Criticism  interpretation  etc ,,21 cm,b38658057,PL2833.I2 Z76 1982,chi,haxx0,"880-05 Ai, Qing, 1910-1996 -- Criticism and interpretation"
46899302,Tian Han shi xuan.,Han Tian,1982,"Xin hua shu dian Beijing fa xing suo fa xing, Ren min wen xue chu ban she",,,22 cm,b38658069,PL2812.I4 A17 1982,chi,haxx0,
10277905,Piao shi di hua tou jin,,1982,"Sichuan ren min chu ban she, Sichuan sheng xin hua shu dian fa xing",,,19 cm,b38658082,PL2653 .P515 1982,chi,haxx0,"Short stories, Chinese;""Chinese fiction -- 20th century"""
17054706,Shi tan,Duo Zeng,1979-,"Jiangxi Sheng xin hua shu dian fa xing, Jiangxi ren min chu ban she",Criticism  interpretation  etc ,,19 cm,b38658094,PL2307 .T72,chi,haxx0,Chinese poetry -- History and criticism
49255550,Shu fa da cheng,Heng Ping,1982,Gu ji shu dian,,,21 cm,b38658070,NK3634.A2 S56,chi,haxx0,"Calligraphy, Chinese"
26504602,Freedom on the border,Kevin Mulroy,1993,Texas Tech University Press,History ,Under the brilliant leadership of the charismatic John Horse  a band of black runaways  in alliance with Seminole Indians under Wild Cat  migrated from the Indian Territory to northern Mexico in the mid-nineteenth century to escape from slavery  These maroons subsequently provided soldiers for Mexicos frontier defense and later served the United States Army as the renowned Seminole Negro Indian Scouts  This is the story of the maroons ethnogenesis in Florida  their removal to the West  their role in the Texas Indian Wars  and the fate of their long quest for freedom and self-determination along both sides of the Rio Grande  Their tale is a rich and colorful one  and one of epic proportions  stretching from the swamps of the Southeast to the desert Southwest  The maroons history of African origins  plantation slavery  European and Indian associations  Florida wars  and forced removal culminated in a Mexican borderlands mosaic incorporating slave hunters  corrupt Indian agents  Texas filibusters  Mexican revolutionaries  French invaders  Apache and Comanche raiders  frontier outlaws and lawmen  and Buffalo Soldiers  What emerges is a saga of enslavement  flight  exile  and ultimately freedom ,24 cm,b3864454x,E99.S28 M84 1993,eng,hxxx0,"Black Seminoles -- History;""Seminole Indians -- African influences"";""African Americans -- Relations with Indians"";""Seminole Indians -- History"""
47229657,"The new Oxford guide; or, Companion through the University.",,1810,Printed by and for J. Grosvenor and W. Hall,Guidebooks ,,18 cm,b38658148,LF514 .N42 1810,eng,hsxx0,"University of Oxford -- Guidebooks;""Oxford (England) -- Description and travel"""
793221038,"Belka, why don't you bark?","Michael Emmerich,  Hideo Furukawa",2012,Haikasoru,Fiction ,,24 cm,b38658197,PL870.R85 B4713 2012,eng,hxxx0,"Dogs -- Fiction;""Human-animal communication -- Fiction"""
744290387,The Navidad incident,"Natsuki Ikezawa,  Alfred Birnbaum",2012,HaikaSoru,Magic realism (Literature,In this sweeping magical-realist epic set in the fictional south sea island republic of Navidad  Ikezawa gives his imagination free rein to reinvent the myths of twentieth-century Japan  A delegation of Japanese war veterans pays an official visit to the ex-World War II colony  only to see the Japanese flag burst into flames  The following day  the tour bus  and its passengers  simply vanish  The locals exchange absurd rumors - the bus was last seen attending Catholic mass  the bus must have skipped across the lagoon - but the president suspects a covert gueriila organization is trying to undermine his connections withJapan  Can the real answers to the mystery be found  or will the president have to be content with the surreal answers?--Jacket p  2 ,24 cm,b38658203,PL853.K45 M3713 2012,eng,hxxx0,Magic realism (Literature)
818209684,The palace of eternal youth =,"  Sheng Hong,  Hong  Sheng ,  Jianmin Teng,  Tang Xuanzong Emperor of China ",2012,China Intercontinental Press,Adaptations   Drama ,,21 cm.,b38658227,PL2712.U5 P35 2012,eng,hxxx0,"880-06 Hong, Sheng, 1645-1704. Chang sheng dian"
772968893,Frozen dreams,"Wahei Tatematsu,  Philip Gabriel",2012,"Distributed in the USA by Independent Publishers Group/Trafalgar Square, Peter Owen",Adventure fiction   Adventure stories   Action and adventure fiction   Fiction ,Based on a real-life tragedy in 1965  this novel tells the story of a party of climbers on the Hidaka mountain range on Japan\s northern island  In spite of weather warnings  six men attempt an ascent on the highest peak  Mount Poroshiri - a fateful decision that costs all their lives as they are caught up in an avalanche  Miraculously  one climber  Odagiri  is known to have survived for four days after his companions had frozen to death  The reader enters the mind of Odagiri trapped in snow  half-frozen  half-asleep  and revisiting his past as death slowly creeps upon him  telling his own story and that of an adventure gone wrong--,20 cm,b38658264,PL862.A77 H5313 2012,eng,hxxx0,"Mountaineers -- Japan -- Hidaka Mountain Range -- Fiction;""Hidaka Mountain Range (Japan) -- Fiction"";""Adventure fiction. gsafd"""
767564407,Building waves,"  Louise Heal Kawai,  Taeko Tomioka",2012,Dalkey Archive Press,,It is the early eighties  and the housing industry is booming  Previously unpopulated mountainous areas of the Japanese countryside are being leveled to accommodate new waves of people  Similarly  a new wave of feminism  particularly a change in attitudes toward marriage and childrearing  is growing among the women of Japan  Both the physical and social landscapes are in flux  In her early forties  married  and childless by choice  Kyoko has no compunction about getting what she wants  But when she begins a relationship with a man who is as traditional and conformist as they come  the result is at times uncomfortable  at others comical  but ultimately fatal --Book cover ,21 cm.,b38658276,PL862.O38 N313 2012,eng,hxxx0,Japanese fiction -- 20th century
11491018,Lyrical poems of Shelley.,Percy Bysshe Shelley,1898,Hacon &amp; Ricketts,,,15 cm,b3864907x,PR5403 .L9 1898,eng,hsxx0,
729987175,Big Porn Inc.,"Abigail Bray,  Melinda Tankard Reist",2011,Spinifex Press,,The unprecedented mainstreaming of the global pornography industry is transforming the sexual politics of intimate and public life  popularizing new forms of hardcore misogyny  and strongly contributing to the sexualization of children  Yet  challenges to the industry continue to be dismissed as uncool  antisex  and moral panic  Unmasking the lies behind the selling of porn as entertainment  this book reveals the shocking truths of an industry that trades in violence  crime  and degradation while discussing topics such as racism in gay male porn  the use of animals in porn  child pornography ,23 cm,b3865829x,HQ471 .B54 2011,eng,hxxx0,"Pornography;""Pornography -- Social aspects"";""Internet pornography"";""Sex in popular culture"";""Children and pornography"";""Mass media and sex"";""Sex-oriented businesses"";""Misogyny"""
35961466,Sexual ecology,Gabriel Rotello,1997,Dutton,,Rotello  an award-winning journalist and long-time AIDS activist  has done in this book something no writer has done before  Weaving together the strands of ecology theory  epidemiology  and sexual politics  he shows how the AIDS epidemic  like other epidemics from influenza and bubonic plague to todays rapidly emerging viruses - result as much from human behaviors as from specific microbes  He argues convincingly that AIDS was probably an old and rare disease syndrome in humans that erupted into an epidemic only when cultural changes - including the gay male sexual revolution of the seventies - created ideal conditions for its evolution and spread ,24 cm,b38658318,RA644.A25 R68 1997,eng,hxxx0,"AIDS (Disease);""Gay men -- Health and hygiene"""
16131960,Writings in the philosophy of religion =,"Paul Tillich,  John Powell Clayton",1987,"Evangelisches Verlagswerk, De Gruyter",,,24 cm.,b3865832x,BR45 .T54 1987 v.4,eng,hxxx0,Religion -- Philosophy
7234900,Geology familiarly illustrated,Charles W Webber,1859,J.B. Goodinge,Pictorial works ,,15 x 310 cm folded to 15 x 18 cm,b38658331,551 W385,eng,hsxx0,Geology -- Pictorial works
19390124,Philosophical writings =,"Paul Tillich,  Gunther Wenz",1989,"Evangelisches Verlagswerk, De Gruyter",,,24 cm.,b38658343,BR45 .T54 1987 v.1,eng,hxxx0,Philosophy
17439430,Writings on religion =,"Paul Tillich,  Robert P Scharlemann",1988,"Evangelisches Verlagswerk, De Gruyter",,,24 cm.,b38658355,BR45 .T54 1987 v.5,eng,hxxx0,"Religion;""Courage -- Religious aspects"";""Faith"""
21007212,Yan shi jia xun hui zhu,"Fagao Zhou,  Zhitui Yan", 49 1960,Zhong yang yan jiu yuan li shi yu yan yan jiu suo,,,27 cm.,b25881942,BJ117 .Y45 1960,chi,haxx0,"Ethics -- China;""Conduct of life"""
166949,Marx's economic predictions,Fred M Gottheil,1966,Northwestern University Press,,,24 cm,b38658392,HB97.5 .G66 1966,eng,hxxx0,Marxian economics
46851274,A treatise on gems,Lewis Feuchtwanger,1838,Printed by A. Hanford,,,23 cm,b38645324,553.8 F42,eng,hsxx0,Precious stones
21488227,On ethics and economics,Amartya Kumar Sen,1988 1987,B. Blackwell,,,22 cm.,b38658410,HB72 .S434 1988,eng,hxxx0,Economics -- Moral and ethical aspects
44313453,The anthropological turn,"  Rahner  Karl ,  Anton Losinger",2000,Fordham University Press,,With the re-structuring of the entire edifice of Western thinking along anthropocentric lines in the wake of Descartes\ Cogito  ergo sum and Kant\s Critique of pure reason  the names of Ludwig Feuerbach  Karl Marx and Friedrich Nietzsche mark the foundations of a widespread conviction that any inquiry setting out from an anthropological point of view arrives at acheistic conclusions  namely  the overthrow of the divinity that  from the standpoint of the human being  is alienating  Hence  one might ask  is theology that sets out from an anthropological point of view not from the very beginning an absurdity  a contradictio in se? On the contrary! Precisely today  as Karl Rahner puts it  theology must make contact with the human being whose own existence is of the utmost importance to him or her ,22 cm.,b38658446,BX4705.R287 L6713 2000,eng,hxxx0,"Rahner, Karl, 1904-1984;""Theological anthropology -- Christianity -- History of doctrines -- 20th century"""
1180026,The Christmas of the phonograph records,"  Sandoz  Mari ,  Mari Sandoz",1966,University of Nebraska Press,Juvenile works ,Mari Sandoz recalls quite clearly excitement the Christmas the phonograph was delivered  The records provided social occasions for the neighbors to gather ,21 cm,b38658458,PS3537.A667 C5 1966,eng,hsxx0,"Sandoz, Mari, 1896-1966 -- Juvenile literature;""Authors, American -- Juvenile literature"";""Phonograph -- Juvenile literature"";""Frontier and pioneer life -- Juvenile literature"";""Nebraska -- Juvenile literature"""
39811698,The new inequality,"Joshua Cohen,  Richard B Freeman,  Joel Rogers",1999,Beacon Press,,,20 cm.,b3865846x,HC110.I5 F74 1999,eng,hxxx0,"Income distribution -- United States;""Poor -- United States"";""Wealth -- United States"";""Equality -- United States"";""Economic assistance, Domestic -- United States"""
328476,The Battle of the Little Bighorn.,Mari Sandoz,1966,Lippincott,Young adult nonfiction ,Account of the battle in which General Custer lost his life with emphasis on the background of the tragedy and analysis of Custer\s motives and political ambitions  A portion of this book has appeared in American Heritage under the title  The Grisly Epilogue ,22 cm.,b38658471,E83.876 .S2 1966,eng,hsxx0,"Little Bighorn, Battle of the, Mont., 1876"
1289865,The story catcher,"Elsie Jane McCorkell,  Mari Sandoz",1963,Westminster Press,Juvenile works   Fiction   Bildungsromans ,A young Sioux warrior earns the right to be called historian for his tribe after numerous adventures and trials which test his ability to tell the story of his people with truth and courage ,23 cm,b38658513,PS3537.A667 S76 1963,eng,hsxx0,"Dakota Indians -- Juvenile fiction;""Historians -- Juvenile fiction"";""Indians of North America -- Great Plains -- Juvenile fiction"""
4056374,Principles of biomedical ethics,"James F  Childress,  Tom L Beauchamp",1979,Oxford University Press,,This book offers a systematic analysis of the moral principles that should apply to biomedicine  We understand biomedical ethics as one type of applied ethics  In our discussions of ethical theory per se  we offer anaylses of levels of moral deliberation and justification and of the ways two major approaches interpret principles  rules  and judgments  The systematic core of the book presents four fundamental moral principles--autonomy  beneficence  nonmaleficence  and justice ,24 cm,b38658525,R724 .B36 1979,eng,hxxx0,Medical ethics
699699,"Miss Morissa, doctor of the gold trail",Mari Sandoz,1955,McGraw-Hill,Western stories   Fiction ,Amidst the gold hunters  Indians  outlaws  ranchers  and farmers of 1870s Nebraska Morissa Kirk tries to find success and acceptance as a doctor ,21 cm,b38658549,PS3537.A667 M57 1955,eng,hsxx0,Women physicians -- Fiction
527727516,Capital city,Mari Sandoz,1939,"Little, Brown and Co.",Western stories   Fiction ,Her only novel set in modern times  this one is set in a mythical but definitely Midwestern state capitol  and its exposure of governmental shenanigans gave umbrage to citizens of more than one state in the area ,21 cm,b38658550,PS3537.A667 C36 1939,eng,hsxx0,"Political campaigns -- Fiction;""Elections -- Fiction"";""Political fiction"""
21080219,The sensitive plant,Percy Bysshe Shelley,1989,Penmiel,,,23 cm,b38649081,PR5422 .S4 1989,eng,hsxx0,English poetry -- 19th century
32894671,Lectures on natural right and political science,"Georg Wilhelm Friedrich Hegel,  P Wannenmann",1995,University of California Press,,,24 cm,b38658562,JC233 .H44613 1995,eng,hxxx0,"Natural law;""Political science"";""State, The"""
47023408,Socialism,Michael Wayne Howard,2001,Humanity Books,,,23 cm.,b38658574,HX73 .S615 2001,eng,hxxx0,"Socialism;""Critical theory"""
29926422,Outline of suggested procedure for water studies by state planning boards,,1936,National Resources Committee,,,27 cm,b38280309,TD345 .U55 1936,eng,hsxx0,Water-supply -- Management -- Planning
24651854,The works of Sallust,"Sallust ,  Catiline ,  ,  Thomas Gordon",1744,Printed by A. Reilly for J. Smith,History ,,21 cm,b38658616,PA6654.E5 G6 1744,eng,hsxx0,"Catiline, approximately 108 B.C.-62 B.C;""Rome -- History -- Conspiracy of Catiline, 65-62 B.C"""
35627691,Religion in the public square,"Robert Audi,  Nicholas Wolterstorff",1997,Rowman &amp; Littlefield Publishers,,,24 cm.,b3865863x,BL65.P7 A83 1997,eng,hxxx0,"Democracy -- Religious aspects;""Democracy -- Religious aspects -- Christianity"";""Religion and politics"";""Religion and state"";""Religion and politics -- United States"";""Religion and state -- United States"";""United States -- Religion"";""United States -- Politics and government"""
14377306,The Terrible meek,Lonnie D Kliever,1987,Paragon House Publishers,,,23 cm,b38658653,BL65.R48 T47 1987,eng,hxxx0,Revolutions -- Religious aspects
39291915,Contemporary ethics,William H  Shaw,1999,Blackwell,,Aimed at undergraduates  Contemporary Ethics presupposes little or no familiarity with ethics  and is written in a clear and engaging style  It provides students with a sympathetic but critical guide to utilitarianism  explaining its different forms and exploring the debates it has spawned  In so doing  the book leads students through a number of current issues in contemporary ethics that are connected to controversies over and within utilitarianism  At the same time  it uses utilitarianism to introduce students to ethics as a subject  In these ways  the book is not only a guide to utilitarianism  but also an introduction to some standard problems of ethics and to several important topics in contemporary ethical theory ,23 cm.,b38658665,B843 .S43 1999,eng,hxxx0,Utilitarianism
854765762,Tijuana River flood control project,,1977,"International Boundary and Water Commission, United States Section",,,28 cm,b38658811,TC425.S94 T55 1977,eng,hsxx0,"Flood control -- California -- San Diego County -- Planning;""Flood dams and reservoirs -- California -- San Diego County"";""Tijuana River (Mexico and Calif.)"""
67210983,Lu Xun jia ting da xiang bu =,"  Lu  Xun ,  Haiying Zhou",2005,Tong xin chu ban she,Biography ,,32 cm,b38658938,PL2754.S5 L68 2005,chi,haxx0,"880-04 Lu, Xun, 1881-1936 -- Family;""Authors, Chinese -- 20th century -- Biography"""
